pay_category_name,category,sub_category
ECS - Casual - 20 yo - SAT (Over 6 Months),Penalty rate,Saturday
Ramsay Hourly Rate,Base rate,Base rate
Pay Rise back pay,Others,Backpay
Permanent - Ordinary After Hours 2x,Penalty rate,Penalty rate
ChildrenA - PT - SW - 1-July-2021 - Broken Shift Allowance,Allowances,Allowances
[Training] Menu Development Updates,Base rate,Base rate
Z2209 Overtime >2 Toombul,Penalty rate,Penalty rate
Apprentice Junior 2rd yr-OT x 50%,Penalty rate,Penalty rate
Rep Coach - Girls,Base rate,Base rate
Casual Manager - Sunday 2,Penalty rate,Sunday
Reimbursemnt of Employee Work-Related Expenses,Others,Reimbursement
Ordinary Time earnings,Base rate,Base rate
A-Part Time-Ordinary,Base rate,Base rate
Permanent - Daily Rates,Base rate,Base rate
Remote Allowance Test MT,Allowances,Allowances
Casual - Ordinary Saturday,Penalty rate,Saturday
10. On Call Meal Public Holiday,Penalty rate,Public Holiday
DOUBLING Cas. Assistant Principal,Base rate,Base rate
Salary - Overtime DT,Penalty rate,Penalty rate
Hourly Pay - HAMILTON PRATT,Base rate,Base rate
PCW Perm - Ordinary Hours,Base rate,Base rate
PVTA - CAS - NTDO - 1-July-2021 - M-F Before 6am,Base rate,Base rate
ISE - Permanent - Overtime x 50%,Penalty rate,Penalty rate
Housekeeper L2 G2 - Mon-Fri (Cas) BM,Base rate,Base rate
TC - Casual rate Mon to Fri 1st 2 hrs($43.91),Base rate,Base rate
Bonus N/S,Bonuses,Bonus
OTE - Type 3,Penalty rate,Penalty rate
Permanent Mon-Sat Overtime (1st 3 hours),Penalty rate,Penalty rate
Annual Leave Taken (In Hours),Leave,Leave
002 - Major Projects Permanent Double Time,Penalty rate,Penalty rate
Casual - Saturday night,Penalty rate,Saturday
PPT - Gallop House,Base rate,Base rate
Other hours - permanent staff,Penalty rate,Penalty rate
Camping & 1 Meal,Base rate,Base rate
Ordinary Hours- Level 2.2,Base rate,Base rate
|PH 25% - Weekly wage,Penalty rate,Public Holiday
Permanent Mon - Fri (After 6pm),Base rate,Base rate
Car Allowance - OTE,Allowances,Allowances
Time in Lieu Payment,Base rate,Base rate
Daracon - Supervisor,Base rate,Base rate
Leading hand allowance - in charge of more than 20 employees + 25%,Allowances,Allowances
S/Care Night Relief,Penalty rate,Evening/Night
Perm Overtime - Triple,Penalty rate,Penalty rate
Casual Pier Co Overtime - after 3 hours,Penalty rate,Penalty rate
Permanent - Afternoon shift - AG2021/6148,Base rate,Base rate
Leading Hand 11-20,Allowances,Allowances
Car Allowance NonTaxable,Allowances,Allowances
Backpay Sunday_Cas 180%,Penalty rate,Sunday
Cost of Living Allowance (VND),Allowances,Allowances
Long Service Leave - Non Taxed,Leave,Leave
Overtime Hours - Service & Warranty (exempt from super),Penalty rate,Penalty rate
-- Fitness - HD L3 Ord x2.469,Penalty rate,Penalty rate
Veterinarian - Permanent Ordinary,Base rate,Base rate
-- Wet Places Allowance,Allowances,Allowances
1.0b Alloance Elec. Licence 1.5x,Penalty rate,Penalty rate
Annual leave loading allowance - Joinery Award L5,Allowances,Allowances
Casual Junior 20 Year Old - Public Holiday,Penalty rate,Public Holiday
Site Allowance VIC (Built - Dunlop Ave Ascot Vale) OT,Allowances,Allowances
NursesA - PT - Reg. Nurses Lvl 4-5 - 9-September-2021 - Less Than 10 Hour Break,Base rate,Base rate
Casual - Public Holiday Award,Penalty rate,Public Holiday
1 VIC HR Over Time 2.5,Penalty rate,Penalty rate
Apprentice College Rate Jan 22,Base rate,Base rate
Rob Gauci DR/CR retainer,Base rate,Base rate
Overtime hours (exempt fro super) Fixed,Penalty rate,Penalty rate
Admin_DoubleTime - Double Time - Administration,Penalty rate,Penalty rate
Tool  Allowances,Allowances,Allowances
Full Time Level 3 Sat,Base rate,Base rate
CSM - Casual Saturday,Penalty rate,Saturday
Overtime 150% - Clarence,Penalty rate,Penalty rate
Permanent - Paid Meal Break,Base rate,Base rate
SSE Salary 9.2,Base rate,Base rate
Office x1.5,Penalty rate,Penalty rate
Permanent - Overtime - x1.5,Penalty rate,Penalty rate
Public Holiday - EN/High Intensity Svcs,Penalty rate,Public Holiday
Weekday Pay Rate,Base rate,Base rate
B&C Site Allowance - 202m - 269.4m,Allowances,Allowances
Recommend a friend - Daily,Base rate,Base rate
Salary - No NI,Base rate,Base rate
O/T Sunday DSW 2.1 (C),Penalty rate,Sunday
RN O/T Sunday 2.3 (C),Penalty rate,Sunday
Severance Pay 1,Others,Severance
Level 1 Casual Weekdays,Base rate,Base rate
District Allowance - Partnered,Allowances,Allowances
M-F <6am,Base rate,Base rate
Commission - 42%,Bonuses,Commission
Training - IHTS,Base rate,Base rate
Permanent Ordinary hours - Above award,Penalty rate,Penalty rate
Permanent - Afternoon Shift TA,Base rate,Base rate
Permanent Higher Duty Rate,Allowances,Allowances
Public Holiday x 225%,Penalty rate,Public Holiday
Level 2 - P/F Time 2.4 Hourly,Base rate,Base rate
Fare Allowance (Sat & Sun),Penalty rate,Saturday
Perm Supervisor -Saturday,Penalty rate,Saturday
Casual - Overtime (Weekday - After 2 Hours) (Laundry),Penalty rate,Penalty rate
Night Shift Sat,Penalty rate,Evening/Night
Permanent - Saturday (Option B) - Loaded rate,Penalty rate,Saturday
Casual Teacher,Base rate,Base rate
Leave Loading back pay,Leave,Leave
Merit Step 3 - allowance,Allowances,Allowances
TeachersA - (Not Automated) - Director's allowance - level 3,Allowances,Allowances
Night Out N/T,Penalty rate,Evening/Night
Mon-Fri 6pm-9pm,Base rate,Base rate
Z2209 Normal HR Toombul,Base rate,Base rate
Annual Leave Taken (UQ EBA),Leave,Leave
Part Time - Marketing - 7 Days,Base rate,Base rate
035 Overtime after 2 hrs - Clerks - Casual,Penalty rate,Penalty rate
Full Time SACS 4.1 - Saturday,Penalty rate,Saturday
Support Advance,Base rate,Base rate
GPRC Incentive,Bonuses,Commission
PV Night Shift Allowance,Allowances,Allowances
Permanent - Overtime (x2.0) BMG,Penalty rate,Penalty rate
CASUAL Public Holiday,Penalty rate,Public Holiday
Social Community Services - L2.1 Saturday,Penalty rate,Saturday
ChildrenA - FT - M-F Daily OT - First 2 hours,Penalty rate,Penalty rate
Day Rate 250,Base rate,Base rate
PH Units,Penalty rate,Public Holiday
Overtime Hours - C Sargeant,Penalty rate,Penalty rate
-- Manuf - 9.21222.11 20 - Not a F,Penalty rate,Penalty rate
Statutory Day,Base rate,Base rate
Commission - Distribution WA,Bonuses,Commission
3.  Lv3 - Ordinary Hours on Saturday (Adult),Penalty rate,Saturday
Fire Warden Allowance - Weekly,Allowances,Allowances
Jul22 L4 SleepoverSun,Penalty rate,Penalty rate
CleanA - FT - 1-July-2020 - Sun Weekly OT,Penalty rate,Sunday
Unpaid Pandemic Leave Taken - CPSA,Leave,Leave
Permanent - less than 10 hours break between shifts overtime - Home Care,Penalty rate,Penalty rate
Casual - Saturday-first 2 hrs,Penalty rate,Saturday
Box Allowance,Allowances,Allowances
Board Director,Base rate,Base rate
Crib - 20 min paid break (every 4 hours OT),Penalty rate,Penalty rate
GRIA - FT - 1-February-2021 - Late Trading (>9pm) - M-Sat Daily OT - First 3 Hours,Penalty rate,Saturday
Site Allowance - Victoria - 5.4m to 32.9m (New Projects),Allowances,Allowances
CPA - CAS - 1-July-2022 - M-Sat Daily OT - After 2 Hours,Penalty rate,Saturday
Permanent FB3 Saturday ,Penalty rate,Saturday
Junior Casual 16 Years Sunday Hours July 2022 $17.54,Penalty rate,Sunday
Seasonal Ordinary Hours - Supervisor,Base rate,Base rate
DO NOT USE Overtime - first 3 hours,Unclassified,Unclassified
446PO - CS Allowance,Allowances,Allowances
"Overtime (Casual Level 1, After first 2 hours)",Penalty rate,Penalty rate
Night Loading Saturday,Penalty rate,Saturday
COMMISSIONS,Bonuses,Commission
HCE L2P1 Afternoon,Base rate,Base rate
PT HCE SACS Based L1P1 Night,Penalty rate,Evening/Night
DO NOT USE Permanent Saturday,Unclassified,Unclassified
Teacher - Step 11,Base rate,Base rate
Casual - Cook - Sunday,Penalty rate,Sunday
BSL P PP2 L2 OT Adj 28 Days,Penalty rate,Penalty rate
CA Annualised  Salary,Base rate,Base rate
Saturday Rate (Casual Lv1),Penalty rate,Saturday
Do Not Use - SCHADS - (Not Automated) - Hot Work Allowance 40-46 Degrees (Pre Aug 1991),Unclassified,Unclassified
CW1 (a) Casual Overtime x2 - New Entrant First 3 Months,Penalty rate,Penalty rate
Jul22 L1 SatSleepoverActive,Penalty rate,Penalty rate
Fixed Holiday Calc,Penalty rate,Public Holiday
Noon shift Overtime First 2 Hours- Permanent Ordinary Hours,Penalty rate,Penalty rate
Casual - Public Holidays T 2.0 x,Penalty rate,Public Holiday
ChildrenA - PT - SW - 1-July-2020 - M-F Ordinary,Base rate,Base rate
Seniority Allowance,Allowances,Allowances
2. Allowance Overtime Meal,Penalty rate,Penalty rate
Parental Leave - Paid (Terrain),Leave,Leave
GDC Reimbursement,Others,Reimbursement
Permanent - Overtime (flat rate),Penalty rate,Penalty rate
Casual - Overtime - Saturday - first 2 hours - day worke,Penalty rate,Penalty rate
"Car Allowance - Over 5,000 Kilometres",Allowances,Allowances
Shift - PH 2pm-10pm,Penalty rate,Public Holiday
Externship Leave,Leave,Leave
HEA - Laundry Allowance (above ATO limit),Allowances,Allowances
SSP Adjustment,Base rate,Base rate
Time Off In Lieu (TOIL) Taken,Base rate,Base rate
Directors Earnings,Base rate,Base rate
BASE RATE OT1,Penalty rate,Penalty rate
Casual Mon to Fri After 6pm,Base rate,Base rate
xxPS Salaries - Pers/Sick Leave,Leave,Leave
Dividend ( retire),Bonuses,Bonus
Board Leave,Leave,Leave
Cost of living bonus,Bonuses,Bonus
Bonus - Share Options Consultant,Bonuses,Bonus
Support Work Type 2 - Public Holiday,Penalty rate,Public Holiday
KW Agreed Public,Penalty rate,Public Holiday
SW4 - 1.3 Nightshift Hours,Penalty rate,Evening/Night
Overtime - Metal Awnings,Penalty rate,Penalty rate
Travel Allowance - cents per KM reimbursed,Allowances,Allowances
[Training] Nutrition Workshop,Base rate,Base rate
C/Km Admin,Base rate,Base rate
Contract Player Payment,Base rate,Base rate
AERA - CAS - Non Exhibition - 1-February-2021 - M-Sun Daily OT - First 3 Hours,Penalty rate,Sunday
Level F.3 - no loading,Base rate,Base rate
Early Penalty,Penalty rate,Penalty rate
ChildrenA - PT - 1-July-2021 - M-F Before 6am - After 2 Hours,Base rate,Base rate
Contingent Hourly - Time and Half,Penalty rate,Penalty rate
Salary OT (SS&W) - After 2 Hours,Penalty rate,Penalty rate
GRIA - FT - 1-September-2021 - PH Weekly OT,Penalty rate,Penalty rate
HCA DOMCL Casual - 30min Shift Sunday,Penalty rate,Sunday
Casual Ordinary Hours - Fornightly,Penalty rate,Evening/Night
In Lieu of Notice - Tax Free Component (Genuine Redundancy),Base rate,Base rate
Permanent - Overtime x 100% (Schedule B),Penalty rate,Penalty rate
RN L1 PP1-4 Casual ND Covid Loading,Base rate,Base rate
Paid Parental Fortnightly,Base rate,Base rate
PPT Stablehand Lvl 1 - 21 & Over Adult  rate,Penalty rate,Penalty rate
Permanent - Double Time  x 100%,Penalty rate,Penalty rate
Purchase Annual Leave Deduction,Leave,Leave
Mat Leave,Leave,Leave
Broken Shift Allowance - After 6pm,Allowances,Allowances
GRIA - CAS - Post-1Nov-2018 - Sun,Penalty rate,Sunday
Anniversary Annual Leave Accrual,Leave,Leave
ACT (AU) - Cover Review Specialist - Bupa - 06062023 (Overtime),Penalty rate,Penalty rate
Nurse - Less than 10 hour break between shifts (Casual),Base rate,Base rate
Mechanic - (Vehicle RSR Level 2),Allowances,Allowances
Work Cover (No SGC w/ Leaves accrual),Others,WorkCover
Casual Weekdays - AIN/EN/RN/MedComp - Covid Shift,Base rate,Base rate
Annual leave Cashout Leave Loading,Leave,Leave
DC Casual Public Holiday A,Penalty rate,Public Holiday
Tristan - Sat 40% Loading,Penalty rate,Saturday
Long Service Leave Taken (Casual),Leave,Leave
Site Allowance - $5.63,Allowances,Allowances
Activity Staff Overtime 1,Penalty rate,Penalty rate
First Aid Allowance Fortnightly,Base rate,Base rate
Overtime-Saturday,Penalty rate,Penalty rate
Directors Annual Leave QLD,Leave,Leave
Level 4 + Casual,Base rate,Base rate
Casual - Ordinary 2.5x,Penalty rate,Penalty rate
Layworker salary,Base rate,Base rate
Frances McCarrey - is Salaried (no leave accrued here as done elsewhere)- - zero rate for our records- pay category,Leave,Leave
Casual - Overtime (time and a half),Penalty rate,Penalty rate
Public Holiday Nurse Hourly,Penalty rate,Public Holiday
CSE Level 1 Casual  -LATE,Penalty rate,Evening/Night
K/H Sat 19yo,Penalty rate,Saturday
Travel Hours (not OTE),Penalty rate,Penalty rate
CA Fortnightly,Base rate,Base rate
Back Pay - Field Staff,Others,Backpay
Sleepover Allowance Fri-Sun,Allowances,Allowances
Excellence Bonus,Bonuses,Bonus
Annual leave loading allowance - Joinery Award CA,Allowances,Allowances
Accreditation Incentive,Bonuses,Commission
Permanent - Overtime 3x,Penalty rate,Penalty rate
Permanent Daily,Base rate,Base rate
Additional Hours - time and a half,Penalty rate,Penalty rate
Care Homes C+ Night,Penalty rate,Evening/Night
Broadcast Overtime (Review),Penalty rate,Penalty rate
Casual Sunday Pay,Penalty rate,Sunday
"20488 ROTOR RAIN 3/8""NPT OLV",Penalty rate,Penalty rate
Contractor lvl 2.1 A/N,Base rate,Base rate
T2 Project OT 50%,Penalty rate,Penalty rate
20YO Level 1 Casual > 6 months 6pm - 9pm,Base rate,Base rate
FOH Level 3 Sun,Base rate,Base rate
-- Fitness - HD L7 Ord x2.369,Penalty rate,Penalty rate
Back Pay Tax Paid,Others,Backpay
Saturday1,Penalty rate,Saturday
RN O/T 1st 2.2 (C),Penalty rate,Penalty rate
CAS-ADMIN,Base rate,Base rate
School Allowance - Other,Allowances,Allowances
PM Shift Team Leader - Permanent Ordinary Hours,Base rate,Base rate
HCE O/T Mon-Sat (1st) 3.2 (C),Penalty rate,Saturday
HC Sleepover Allowance,Allowances,Allowances
Casual - Double Time - General Operation,Penalty rate,Penalty rate
Admin/Workshop,Base rate,Base rate
Casual Ordinary Hours Flat rate,Base rate,Base rate
Travel Meals No PAYGT,Allowances,Travel
Suit Performer (MON-SAT) - Hourly,Base rate,Base rate
AM Shift  Overtime After 2 Hours & SUNDAY Permanent Ordinary Hours,Penalty rate,Penalty rate
3rd Year Overtime,Penalty rate,Penalty rate
Vehicle industry RS&R - FT/PT - Weekly OT - Monday to Saturday - After 3 hours (41+),Penalty rate,Saturday
Crocs MP - Casual Grade 2 - NE - 17 yrs (Public H),Penalty rate,Public Holiday
Casual - After 2 Hours Overtime,Penalty rate,Penalty rate
Backpay on termination,Others,Backpay
District Allowance - Northern Division - Western District,Allowances,Allowances
Mileage £0.30,Allowances,Travel
Daily Pay - SD2 Reception/Reservations,Base rate,Base rate
OT2 Supervisor,Penalty rate,Penalty rate
Central - Public Holiday,Penalty rate,Public Holiday
LP - SG- PH - 44.,Penalty rate,Public Holiday
Change Over Supervisor - Sunday Rate,Penalty rate,Sunday
RIA - CAS - 1-November-2021 - Sat OT Over 2 Hrs,Penalty rate,Saturday
Break special,Bonuses,Bonus
Training Day - Clinic retreat,Base rate,Base rate
Casual - Sunday (ex super),Penalty rate,Sunday
ANMF - Meal Allowance after 4 hour,Allowances,Allowances
Unpaid Community Service Leave Taken,Leave,Leave
FT Welder L1 Pub Hol,Penalty rate,Public Holiday
O/T Mon to Sat (1st 2 hrs) DSW 2.2 (PT),Penalty rate,Saturday
Inactive Night Sun/PH,Penalty rate,Evening/Night
ChildrenA - FT - 1-July-2019 - M-F Daily OT - After 2 hours,Penalty rate,Penalty rate
Overtime @ 1.0,Penalty rate,Penalty rate
Remote Area Allowance (WL),Allowances,Allowances
Allowance - Cents per Kilometre up to 5000 km per annum within ATO specified limits,Allowances,Allowances
GRIA - CAS - 1-March-2020 - Late trading (>9pm) - Sun After 11pm,Penalty rate,Sunday
Nanny Placement - Sunday,Penalty rate,Sunday
Advance Net Pay deduction,Base rate,Base rate
Casual - Overtime x 125% - Boarding Staff,Penalty rate,Penalty rate
21 CB OT >12hrs per Day Sun,Penalty rate,Penalty rate
Salary Infield NC Day Rate - OT & Allowances,Allowances,Allowances
Casual 18yrs Lvl 3 Pub Hol,Penalty rate,Public Holiday
CCCA - CAS - 1-July-2021 - Sun Daily OT,Penalty rate,Sunday
3 hours work at 140% of standard rate (Casual Rate - Afternoon/night shift),Penalty rate,Evening/Night
Casual - Overtime (after 4 hours),Penalty rate,Penalty rate
WC Allowance ,Allowances,Allowances
Additional Lessons 1.5 hrs,Penalty rate,Penalty rate
Casual Penalty 100%,Penalty rate,Penalty rate
Higher Duties Level 2 to 3 Overtime x 2.25,Penalty rate,Penalty rate
Ordinary Time Earnings (Technology),Base rate,Base rate
Driver Casual (PVTA Grade 3),Base rate,Base rate
004. Overtime @ 1.75,Penalty rate,Penalty rate
AU - North By North Vest General Customer Service - North By North Vest - 02122022 (Overtime),Base rate,Base rate
25% Loading Overtime,Penalty rate,Penalty rate
Level 7 Salaried,Base rate,Base rate
Unpaid Contract Work,Base rate,Base rate
allowances - cents per km,Allowances,Allowances
Project Wages,Base rate,Base rate
After 6pm Hours Casual,Base rate,Base rate
Permanent Higher Duties - Sunday - non-continuous shiftworker (FBT),Penalty rate,Sunday
Commission (Reg),Bonuses,Commission
Salary - Payment Adjustment,Base rate,Base rate
Permanent Sat. Hours @ $65.0,Base rate,Base rate
Mon-Fri Active Night,Penalty rate,Evening/Night
ot clearing,Penalty rate,Penalty rate
"Casual - Overtime x 75% - Maint, Canteen, Bus Uniform",Penalty rate,Penalty rate
-- Manuf - 9.21223.12 Apprentice -,Base rate,Base rate
Health & Lifestyle Allowance,Allowances,Allowances
Ordinary - Level 2.1,Base rate,Base rate
split shift allowance,Allowances,Allowances
CMS Casual Shift,Base rate,Base rate
Bonus - Management,Bonuses,Bonus
SSIA-CAS-PNW-(M-F Evening),Penalty rate,Evening/Night
Overtime - Monday to Friday first 2 hours,Penalty rate,Penalty rate
zz Extra $150,Penalty rate,Penalty rate
Browco Part Time Saturday,Penalty rate,Saturday
"Cook (tradesperson) Level 5, Grade 4 - Saturday (Casual)",Penalty rate,Saturday
NZ - Public Holiday Ordinary (SRG NZ - Contact Centre Support 2022),Penalty rate,Public Holiday
SUN 18,Penalty rate,Sunday
TND Day Rate,Base rate,Base rate
CT - Vehicle industry RS&R - PT,Allowances,Allowances
Flat Fee Sunday $100,Penalty rate,Sunday
Personal/Carer's Leave Taken - admin only,Leave,Leave
Casual - Sunday 7pm-7am,Penalty rate,Sunday
Casual - Monday-Friday After 2 Hours Overtime,Penalty rate,Penalty rate
PFT - KW Public Holiday,Penalty rate,Public Holiday
-- Manuf - 9.18191.29 Supervisor/T,Base rate,Base rate
Junior Receptionist Casual,Base rate,Base rate
Allowances - Fuel,Allowances,Allowances
Permanent - Weekend Ordinary,Penalty rate,Weekend
Commission - Paid,Bonuses,Commission
Fortnightly Pay - LC,Base rate,Base rate
Permanent - Overtime Public Holiday x2.5,Penalty rate,Penalty rate
Overtime - First 3hrs (FT) or First 2hrs (PT),Penalty rate,Penalty rate
Casual x 1.5 - Overtime x 175%,Penalty rate,Penalty rate
Allowance B1,Allowances,Allowances
ACC Stand down period,Others,Severance
Uniform allowance ($1.55/shift to max $7.73),Allowances,Allowances
Tool Allowance - AG2022/784,Allowances,Allowances
Holiday Leave,Leave,Leave
Allowance Car,Allowances,Allowances
Hourly Pay £14,Base rate,Base rate
RH Contractor Commitment.1,Base rate,Base rate
Part Time Salary with leave loading (Commercial Sales Award,Leave,Leave
Travel Per Diem - Lunch,Allowances,Travel
School Holiday Hourly Rate,Leave,Leave
Higher Duties Allow,Allowances,Allowances
Afternoon Shift Sat - Sun,Penalty rate,Saturday
SSWA - PT - 1-July-2022 - Sat Minimum Shift Engagement,Penalty rate,Saturday
PH off Full Time,Penalty rate,Public Holiday
Independent Contractors,Base rate,Base rate
Holidays Sold,Penalty rate,Public Holiday
LAFHA Allowance (2),Allowances,Allowances
Ordinary Hours - Learning and Capability,Base rate,Base rate
Phone Allowance - Monthly - Cleaning,Allowances,Allowances
Hot work allowance - In excess of 54 degrees Celsius (per hour) [MA000048],Allowances,Allowances
Training Off-The-Job Ordinary Hours,Base rate,Base rate
First Aid Allowance - CPSA,Allowances,Allowances
Casual Ordinary Hours(Varied),Base rate,Base rate
RN O/T 1st 2.1 (C),Penalty rate,Penalty rate
Zen Telephone Allowance,Allowances,Allowances
"Permanent - Travelling Time (Sat-Sun, PH)",Allowances,Travel
Broken Shift Allowance - Two Periods,Allowances,Allowances
Travel Commissions,Bonuses,Commission
Back Pay<1200,Others,Backpay
Hourly Field Rate,Base rate,Base rate
28th December Public Holiday Back Pay,Penalty rate,Public Holiday
Cash out Annual - Shift Allowance,Allowances,Allowances
Level 4 PPT Saturday 2017,Penalty rate,Saturday
MITS Sales - Ordinary Hours,Base rate,Base rate
FFIA - FT - Lvl 1 - 1-July-2019 - M-Sat Daily OT - First 2 hours,Penalty rate,Saturday
A - Permanent - Sunday,Penalty rate,Sunday
Bonus2,Bonuses,Bonus
G6 HEAD CH - P/HOL,Penalty rate,Public Holiday
Payment in Lieu of Notice 5100,Base rate,Base rate
Employee reimbursement,Others,Reimbursement
339 - Casual - Jnr Under 16yrs M-F After 6pm,Base rate,Base rate
Leading hand Allowance - 6-10,Allowances,Allowances
SW3SP - 2.5 Overtime Hours,Penalty rate,Penalty rate
Allowance - Casual EN Meds Shift,Allowances,Allowances
Contractor Payment (GST),Base rate,Base rate
Trainer Level 6 Teaching Non-Accredited,Base rate,Base rate
Level 4 Weekdays 85% 19 years,Base rate,Base rate
Overtime 2.0 NH,Penalty rate,Penalty rate
Permanent T1.1 - Overtime x 50%,Penalty rate,Penalty rate
Level 2 MA - 7-12pm,Base rate,Base rate
Casual - Travel Hours,Allowances,Travel
RN L2 PP1 Coord Casual AM,Base rate,Base rate
Senior Leadership Allowance,Allowances,Allowances
Cellar Door Bonus,Bonuses,Bonus
Permanent - Night Shift - Finishing after midnight and before 6am,Penalty rate,Evening/Night
OEE Bonus 85+ - AG2021/7582,Bonuses,Bonus
Spray Allowance,Allowances,Allowances
PVTA - PT - NTDO - 1-July-2019 - M-F Ordinary,Base rate,Base rate
Annual Leave Taken INST,Leave,Leave
Annual Leave payout,Leave,Leave
Casual Ordinary Hours (Inc Load)NOT CONSULTANTS,Penalty rate,Penalty rate
Unpaid Parental Leve Taken,Leave,Leave
Leading Hand Allowance - Less than 3 employees CPA,Allowances,Allowances
Casual Ordinary Hours (WELD),Base rate,Base rate
New Wages Category,Base rate,Base rate
Back Pay - Technology (Engineering),Others,Backpay
EN Day Shift Mon to Fri - Perm,Base rate,Base rate
-- Restaurant - OT x2.0,Penalty rate,Penalty rate
07 HIGA CAS L3 COOK G2 OT 38 [WEEKLY][38|7.6][][],Penalty rate,Penalty rate
casual saturday hours,Penalty rate,Saturday
Casual - Public Holiday Worked 2.5x,Penalty rate,Penalty rate
Aged Care Casual - Saturday OT x 2.0,Penalty rate,Saturday
OEE Bonus 2019 EA - 0.87 - 4551,Bonuses,Bonus
Casual Support Worker - Weekday - Day,Base rate,Base rate
Associate Health Manager,Base rate,Base rate
XY - Café Attendant - Part Time,Base rate,Base rate
Area Daily $27.64,Base rate,Base rate
Housing Subsidy (Remote) Allowance,Allowances,Allowances
Casual Ordinary Over Time 75%,Penalty rate,Penalty rate
Back Pay (Lump Sum E) 2015,Others,Backpay
Tradesman Permanent Flat Rate O/Time,Penalty rate,Penalty rate
Casual Evening Hours Junior 20Y/O <6 MTHS,Penalty rate,Evening/Night
Parental Leave Paid (company),Leave,Leave
-- OT Subsequent Meal,Penalty rate,Penalty rate
KM allowance - Taxed over ATO rate,Allowances,Allowances
KM Allowance above ATO limit (not PAYG exempt),Allowances,Allowances
"Space, Height and dirt money allowance",Allowances,Allowances
Permanent Broken Shift 15% Allowance,Allowances,Allowances
Permanent - Public Holiday 20%,Penalty rate,Public Holiday
Taxable Allowance (miscellaneous),Allowances,Allowances
Annual leave Payout - Deceased,Leave,Leave
Site Supervisor Pub Hol,Penalty rate,Public Holiday
DON’T USE Public Holiday Not Worked,Leave,Leave
Tool Allowance (LGIA),Allowances,Allowances
First Aid allowance - 2023,Allowances,Allowances
Car Allowance (taxed),Allowances,Allowances
DO NOT USE Permanent - Working outside ordinary hours due to water restrictions – Monday to 6am Saturday,Unclassified,Unclassified
Part-time and Casual Teachers – teaching classes of children with disabilities in a registered special school,Leave,Leave
Permanent - Sunday - before 7am/after 7pm CCCA,Penalty rate,Sunday
Overtime After 3 Hours,Penalty rate,Penalty rate
20038 ROTOR SPRAY GREEN,Penalty rate,Penalty rate
ACWWQ Step 2 casual,Base rate,Base rate
Labour Hire_Afternoon Shift,Base rate,Base rate
Perm M-F Ord,Base rate,Base rate
Casual - First 2 hours OT x 1.5 (EA),Penalty rate,Penalty rate
Casual M-F Housekeeping,Base rate,Base rate
Annual Leave Taken 2b,Leave,Leave
Annual taken without accruing leave,Leave,Leave
FELLOWS ARTISTIC DIRECTOR  FEE,Base rate,Base rate
Remote Allowance Additional Hours,Allowances,Allowances
Casual - Night Shift - Passive,Penalty rate,Evening/Night
Personal Leave No Cert - NO Notice - SES,Leave,Leave
TOIL Accrual,Base rate,Base rate
036 Overtime after 3 hrs - Mechanic - Permanent,Penalty rate,Penalty rate
Permanent Saturday Meal Break,Penalty rate,Saturday
Overtime (Permanent) - 2.0x,Penalty rate,Penalty rate
Directors' Fees - backpay,Others,Backpay
RN Ordinary (C),Base rate,Base rate
Base Salary 2800,Base rate,Base rate
WA Over Time x 1,Penalty rate,Penalty rate
Permanent Ordinary (Day workers),Base rate,Base rate
Time in lieu taken night rate,Base rate,Base rate
Outstanding Leave,Leave,Leave
Day in lieu of notice,Base rate,Base rate
OT Rate 1,Penalty rate,Penalty rate
PFT - KW OT 1st 2hrs,Penalty rate,Penalty rate
Annual Leave Taken (LBPS),Leave,Leave
Casual QC Hours,Base rate,Base rate
Casual Weekly - Afternoon,Base rate,Base rate
Financial Hardship advance payment to be repaid,Base rate,Base rate
Z Bonus,Bonuses,Bonus
Bonus - Inc Super,Bonuses,Bonus
Phone/Data Allowance - PPT/Casual,Allowances,Allowances
General Hand-Level-1.1,Base rate,Base rate
Apprentice Year 3 FT PH Kitchen Hours,Penalty rate,Public Holiday
Overnight Allowance >2 hours,Allowances,Allowances
PharmacyA - PT - 1-July-2020 - PH,Base rate,Base rate
Casual Vineyard Hours - Harvester Operation or Truck Driving - DAY,Base rate,Base rate
Level 3b Award Driver Hours,Base rate,Base rate
new hourly rate,Base rate,Base rate
Annual leave - Term payment,Leave,Leave
Hot work 54 degrees and over Allowance,Allowances,Allowances
FIA - CAS - Others - 1-February-2021 - PH Minimum Shift Engagement,Penalty rate,Penalty rate
DON’T USE Casual - Overtime (x2),Penalty rate,Penalty rate
"Instructor Level 1 - Sat, Sun & Public Hols",Penalty rate,Saturday
Efficiency Bonus,Bonuses,Bonus
ACVS Permanent - Overtime 2.5,Penalty rate,Penalty rate
Daily Fares & Travel Pattern Allowance,Allowances,Allowances
Purchased Leave Pay,Leave,Leave
Worker's compensation - Not working,Penalty rate,Penalty rate
"Overtime: M-S (first 2 hours), Sat (before 12 noon)",Penalty rate,Penalty rate
T1 Incentive Payment,Bonuses,Commission
Overtime - normal day worked,Penalty rate,Penalty rate
Laundry Allowance - Part Time and Casual (Above ATO Limit),Allowances,Allowances
Full-time Sunday,Penalty rate,Sunday
VIC (AU) - Cyber Consultant - Medibank - 24102022,Base rate,Base rate
Bonus - Service - 10 years @  $3.21 p/h,Bonuses,Bonus
