pay_category_name,category,sub_category
Lvl 1 Cas 20 yrs P/Holiday,Penalty rate,Public Holiday
Lvl 1 Cas 18yrs Mon-Fri,Base rate,Base rate
Lvl 2 Cas ADult (21 & Over) Mon-Fri,Base rate,Base rate
Head Chef,Base rate,Base rate
Back Pay Sarah,Others,Backpay
GE Leave Loading,Leave,Leave
Permanent - Overtime PH ATSI Health Practitioners x2.5,Penalty rate,Penalty rate
Casual - Overtime Mon-Sat First 2hrs Community Services Workers x1.5,Penalty rate,Penalty rate
Shift Loading 15%,Base rate,Base rate
Mackay N/S Allowance - Company Direction,Allowances,Allowances
Outage Allowance (Over Time) - Interstate Yallourn,Allowances,Allowances
Casual - Shiftwork (x2.0) - Intestate Loy Yang,Base rate,Base rate
RDO Leave Taken,Leave,Leave
Contractor GST Exempt,Base rate,Base rate
A-SS Jury Service Leave,Leave,Leave
Petrol Reimbursement,Others,Reimbursement
Fixed Term,Base rate,Base rate
Casual - Working Through Meal Break (BC),Base rate,Base rate
J2219 Site Allowance $3.50 Main Beach,Allowances,Allowances
Casual - Sunday (B&C),Penalty rate,Sunday
Casual - Early Afternoon Shift (B&C),Penalty rate,Penalty rate
Public Holiday (Not Worked),Penalty rate,Penalty rate
Casual Public Holiday (Not Worked),Penalty rate,Penalty rate
Permanent - Inclement weather - AE517221,Base rate,Base rate
KM Allowance (Up To ATO Limit) - AE517221,Allowances,Allowances
Permanent - Overtime (after 3 hours - exceeding weekly hours),Penalty rate,Penalty rate
Casual - Overtime (after 2 hours),Penalty rate,Penalty rate
industry Allowance x 225%,Allowances,Allowances
Training_Study Leave_DNU,Leave,Leave
Height Allowance,Allowances,Allowances
Public Holiday Worked - Zerella Sheds (Packinghouse),Penalty rate,Public Holiday
MA Bonus Referral,Bonuses,Bonus
Travel Time @ 1.5,Allowances,Travel
Salary OT L1-6 – first 3 hours Mon-Sat,Penalty rate,Penalty rate
Salary OT L1-6 – Sunday,Penalty rate,Sunday
J2204 FT Normal $48.59 Hr Queens Wrf,Base rate,Base rate
Covid LV4 Thanks,Base rate,Base rate
Crew Overtime - bbb COTH (first 30 mins),Penalty rate,Penalty rate
FTTE Allowance,Allowances,Allowances
On Call Allowance (Monday - Saturday),Penalty rate,Saturday
Car Allowance Tax Variation,Allowances,Allowances
Back Pay - With Super,Others,Backpay
Excess Travel Allow Apprentice Year 1,Penalty rate,Penalty rate
Living away allowance - Truck,Allowances,Allowances
Higher Duties-O/time,Allowances,Allowances
Pay Adjustments ,Base rate,Base rate
FROEBEL Centre Directors Duties Allowance,Allowances,Allowances
Wellness Allowance,Allowances,Allowances
Payment in Lieu of Notice - Termination,Base rate,Base rate
High Performance Leader (Non-Taxable),Bonuses,Bonus
Cleaning Ordinary Hours,Base rate,Base rate
Casual Flat PH Rate,Penalty rate,Public Holiday
Salary (TEST WITH OB),Base rate,Base rate
Confined spaces allowance - Cooper stream - MA000090,Allowances,Allowances
Casual - Overtime - Monday to Saturday - after 2 hours - MA000090,Penalty rate,Penalty rate
First Aid Allowance (51+ emp),Allowances,Allowances
Overtime (S),Penalty rate,Penalty rate
Back Pay - x 2.5,Others,Backpay
Overtime Hours (Public Holiday),Penalty rate,Penalty rate
"NSW Strapping fee Sun, PH, Night (Gosford)",Penalty rate,Evening/Night
Public Holiday Worked Shift - Super Capped,Penalty rate,Public Holiday
Sydney-Melbourne,Allowances,Allowances
Accident Pay,Others,WorkCover
Severance Pay,Others,Severance
Work Cover Leave Unpaid,Others,WorkCover
OT Base  Rate,Penalty rate,Penalty rate
Personal/Carer's Leave EBA $45.19 Taken,Leave,Leave
Admin - Overtime Rate 2,Penalty rate,Penalty rate
Permanent ordinary hours - Above award Public Holiday not Worked,Leave,Leave
Public Holiday Worked OT,Penalty rate,Penalty rate
Public Holiday - Worked Casual OT,Penalty rate,Penalty rate
B) EBA - Allowance: Productivity,Allowances,Allowances
B) EBA - Allowance: Fares,Allowances,Allowances
B) EBA - Allowance: Tool,Allowances,Allowances
C) EBA - RDO Taken,Leave,Leave
B) EBA - Allowance: Site ($67.3-$134.8m),Allowances,Allowances
Bus Driver - Ordinary Hours Additional Hours,Penalty rate,Penalty rate
Public Holiday - Paid not Worked,Penalty rate,Penalty rate
Rigger - Weekend Additional Hours,Penalty rate,Weekend
Vehicle Allowance - Motor Car - Up To ATO Threshold (MA000076),Allowances,Allowances
Salary Additional Hours,Penalty rate,Penalty rate
Permanent - Warehouse Non-Fabrication EA,Base rate,Base rate
C) EBA - Annual Leave Loading,Leave,Leave
Permanent - PH (not worked),Penalty rate,Penalty rate
Permanent - Ordinary rate of $30,Base rate,Base rate
Casual - Overtime x 2.75,Penalty rate,Penalty rate
core team oncall,Penalty rate,Penalty rate
Workcover Non-Super,Others,WorkCover
Permanent - Sunday Additional hours,Penalty rate,Sunday
Allowance - Weather,Allowances,Allowances
Backpay of Cash Out Leave,Leave,Leave
Permanent - Public Holiday Ord,Penalty rate,Public Holiday
Clerks - Base Hourly,Base rate,Base rate
Clerks - OT x2.0,Penalty rate,Penalty rate
Clerks - Ord x1.5,Penalty rate,Penalty rate
PT/Cas Laundry Allowance,Allowances,Allowances
Mgmt Vehicle,Allowances,Allowances
-- Meal Allowance 2,Allowances,Allowances
-- Overtime Meal Allowance,Penalty rate,Penalty rate
-- Clerks - OT x2.75,Penalty rate,Penalty rate
Pernanent - Public Holiday Cleaning,Penalty rate,Public Holiday
Pilot Meal Allowance - Lunch,Allowances,Allowances
Salary - Overtime,Penalty rate,Penalty rate
Backpay - Ordinary Hours,Others,Backpay
TG - Public Holiday,Penalty rate,Public Holiday
Casual Beer- Saturday,Penalty rate,Saturday
Monthly Bonus Macgregor,Bonuses,Bonus
Monthly Bonus Orange,Bonuses,Bonus
Monthly Bonus Valley,Bonuses,Bonus
Monthly Bonus Artarmon,Bonuses,Bonus
Monthly Bonus Ashley Helensvale,Bonuses,Bonus
Special Leave Taken,Leave,Leave
Personal Leave Cash Out,Leave,Leave
FBTMA - CAS - M-F Ord,Base rate,Base rate
FBTMA - CAS - Sat OT - > 3 hours,Penalty rate,Saturday
CPSA - PT - Sat 12:30pm-12am - First 2 hours,Penalty rate,Penalty rate
MiscA - PT - PH Daily OT,Penalty rate,Penalty rate
MiscA - FT - M-F After 7pm,Base rate,Base rate
CPSA - (Not Automated) - Higher Duties,Allowances,Allowances
FBTMA - FT - 1-November-2020 - M-F Ordinary,Base rate,Base rate
FBTMA - (Not Automated) - Meal Allowance,Allowances,Allowances
FBTMA - (Not Automated) - Vehicle Allowance (Up To ATO Limit),Allowances,Allowances
FBTMA - CAS - 1-November-2020 - M-F Daily OT - First 3 Hours,Penalty rate,Penalty rate
FBTMA - (Not Automated) - Temp transfer - travel time (Sun/PH) allowance - berth incl,Allowances,Allowances
FBTMA - CAS - 1-November-2020 - PH Weekly OT,Penalty rate,Penalty rate
FBTMA - CAS - 1-November-2020 - M-Sat Weekly OT - After 3 Hours,Penalty rate,Saturday
CPSA - PT - Covid-19 - M-Sat Weekly OT - First 2 hours,Penalty rate,Saturday
CPSA - PT - Covid-19 - M-Sat Daily OT - First 2 hours,Penalty rate,Saturday
CPSA - PT - Covid-19 - Sun,Penalty rate,Sunday
FBTMA - FT - 1-July-2021 - Delayed Meal Break,Penalty rate,Penalty rate
CPSA - PT - 1-July-2021 - PH,Base rate,Base rate
FBTMA - CAS - 1-July-2021 - M-F Daily OT - After 3 Hours,Penalty rate,Penalty rate
FBTMA - CAS - 1-July-2021 - M-F Before 6am - After 3 Hours,Base rate,Base rate
PPA - CAS - 1-July-2021 - Sun Weekly OT,Penalty rate,Sunday
PPA - CAS - 1-July-2021 - M-Sat Weekly OT - First 3 Hours,Penalty rate,Saturday
PPA - CAS - 1-July-2021 - Sun Daily OT,Penalty rate,Sunday
FBTMA - (Not Automated) - Stand By Allowance,Allowances,Allowances
CPSA - CAS - Sun Minimum Shift Engagement,Penalty rate,Sunday
CPSA - FT - 1-July-2021 - M-F Daily OT - First 2 Hours,Penalty rate,Penalty rate
Sunday 2,Penalty rate,Sunday
Part-Time - Overtime - first 3 hours,Penalty rate,Penalty rate
Part-Time - Overtime - Sunday - meat processing,Penalty rate,Penalty rate
Casual H/Duty - SUP Mine/Port Allowance,Allowances,Allowances
Travel (PAYG Exempt),Allowances,Travel
Permanent - Overtime x 1.5T,Penalty rate,Penalty rate
Back dated salary adjustment,Others,Backpay
Special Leave with Pay,Leave,Leave
FBTMA - (Not Automated) - Heavy vehicle driver allowance (3-4.5 tonnes),Allowances,Allowances
FBTMA - FT - M-Sat WKL OT - > 3 hours,Penalty rate,Saturday
FBTMA - FT - Sat OT - > 3 hours,Penalty rate,Saturday
FBTMA - PT - Sat OT - < 3 hours,Penalty rate,Saturday
MiscA - PT - M-F After 7pm,Base rate,Base rate
MiscA - FT - PH Daily OT,Penalty rate,Penalty rate
CPSA - CAS - M-F Ordinary,Base rate,Base rate
CPSA - CAS - M-F Minimum Shift Engagement,Base rate,Base rate
FBTMA - FT - M-F After 6p - < 3 hours,Base rate,Base rate
CPSA - (Not Automated) - Vehicle Allowance Car (Up To ATO Limit),Allowances,Allowances
FBTMA - (Not Automated) - Dirty Or Dusty Work Allowance,Allowances,Allowances
FBTMA - (Not Automated) - Leading Hand Allowance (20+ Employees),Allowances,Allowances
CPSA - FT - Covid-19 - M-Sat Weekly OT - After 2 hours,Penalty rate,Saturday
MiscA - FT - 1-November-2020 - M-Sun Weekly OT - First 3 Hours,Penalty rate,Sunday
FBTMA - (Not Automated) - Perm transfer - travel time (M-Sat) allowance - berth excl,Allowances,Allowances
FBTMA - (Not Automated) - Temp transfer - travel time (M-Sat) allowance - berth incl,Allowances,Allowances
FBTMA - CAS - 1-November-2020 - M-F Weekly OT - First 3 Hours,Penalty rate,Penalty rate
MiscA - FT - 1-November-2020 - PH Weekly OT,Penalty rate,Penalty rate
Director PH Worked,Penalty rate,Public Holiday
TEAM LEADER ALLOWANCE,Allowances,Allowances
Ginger Saturday,Penalty rate,Saturday
COVID Leave Subsidy,Leave,Leave
Casual - Ordinary Hours (Above Award),Penalty rate,Penalty rate
Motor Vehicle Allowance - $25K,Allowances,Allowances
Allowance - Super Contribution Cap,Allowances,Allowances
AAS Travel Allowance D1 QLD,Allowances,Allowances
FIP - Time and a Half,Penalty rate,Penalty rate
Broken Shift Allowance (Overtime Hours),Penalty rate,Penalty rate
Excess Travel Allow Adult Apprentice Year 3,Penalty rate,Penalty rate
Paid Pre-Natal Leave Taken,Leave,Leave
Teacher Meeting,Base rate,Base rate
Case/Case Admin,Base rate,Base rate
Casual - Afternoon shift - working through a break - MA000090,Base rate,Base rate
On Call Rate - Nurse - Weekday,Base rate,Base rate
Auto Backpay,Others,Backpay
Permanent Ordinary Hours - CFMEU,Base rate,Base rate
TIL PAID OUT - Casuals,Base rate,Base rate
LAHA Not taxed,Allowances,Allowances
Rental Allowance- Anglo,Allowances,Allowances
Salary - Afternoon Shift,Base rate,Base rate
Salary - Overtime Sunday 2.0x,Penalty rate,Penalty rate
Workers Compensation (WorkCover) ,Others,WorkCover
Car/Fuel Allowance,Allowances,Allowances
Vehicle Allowance - Motor Car (up to ATO limit),Allowances,Allowances
NSW Strapping fee Mon-Sat (Muswellbrook/Orange),Penalty rate,Saturday
Casual - Sunday (Mentoring),Penalty rate,Sunday
Salary - Overtime (1.5x),Penalty rate,Penalty rate
First Aid Allowance - Minimum qualifications,Allowances,Allowances
Concrete Leading Hand Allowance,Allowances,Allowances
RSA employer paid parental leave,Leave,Leave
Salary - Travel Time,Allowances,Travel
iHelp Assistant - Overtime Public Holiday,Penalty rate,Penalty rate
iHelp Assistant - Sunday,Penalty rate,Sunday
Courier - Vehicle Allowance,Allowances,Allowances
Manager - Ordinary Hours Fixed,Base rate,Base rate
Casual PH,Base rate,Base rate
C) EBA - Annual Leave Taken,Leave,Leave
Bus Driver - Back Pay Additional Hours,Penalty rate,Penalty rate
Detailer - Team Leader Additional  Hours,Penalty rate,Penalty rate
Casual - Public Holiday Worked with Additional Leave - MA000076,Leave,Leave
Permanent - Training EA,Base rate,Base rate
Casual - Warehouse Prefabrication EA,Base rate,Base rate
Monthly Bonus OT,Penalty rate,Penalty rate
"Allowances no tax/super up to 5,000 business km's",Allowances,Allowances
Permanent - Public Holiday x 3.0,Penalty rate,Public Holiday
Permanent – Overtime 3.0,Penalty rate,Penalty rate
Casual - Public Holiday x 2.25,Penalty rate,Public Holiday
Meal Allowance - Lunch,Allowances,Allowances
ANMF - Permanent - Night Shift,Penalty rate,Evening/Night
Family and Domestic violence leave,Leave,Leave
-- Clerks - Ord x1.15,Penalty rate,Penalty rate
-- Meal Allowance 1,Allowances,Allowances
-- Hospitality - Casual Base,Base rate,Base rate
-- Airport Supervisor (6-10),Base rate,Base rate
Long Service Leave Available,Leave,Leave
Group Commission,Bonuses,Commission
Major Projects Commission,Bonuses,Commission
Sales GP Commission,Bonuses,Commission
ETP Payment - Tax-Free,Others,Severance
Permanent Onsite Hours - PHW,Base rate,Base rate
Back Pay (Ordinary),Others,Backpay
Petty Cash Reimbursement,Others,Reimbursement
Overnight 130%,Penalty rate,Evening/Night
Monthly Bonus Tweed Heads,Bonuses,Bonus
Monthly Bonus Carindale,Bonuses,Bonus
Monthly Bonus Auburn,Bonuses,Bonus
BSSE Permanent Averaged Wages,Base rate,Base rate
Permanent - Onsite Rate,Base rate,Base rate
Permanent - Public Holiday Onsite,Penalty rate,Public Holiday
TIL Paid Out,Base rate,Base rate
Higher Duties Permanent CSE L6.7,Allowances,Allowances
Allowance - travel (daily),Allowances,Allowances
Nominated Corporate Business Planning / Conferences / Training - Half Day 1-4 hours of Attendance,Base rate,Base rate
LAFHA - meals (FBT applicable portion),Leave,Leave
Workers Comp Wages,Others,WorkCover
Allied Health Assistant Casual,Base rate,Base rate
Travel -Accom Allowance,Allowances,Allowances
Callout (Roster) Allowance,Allowances,Allowances
Overtime Normal Rates,Penalty rate,Penalty rate
Casual Good Friday /Christmas Day,Base rate,Base rate
Car Allowance (New),Allowances,Allowances
Allowance - WA Projects (2064) Site,Allowances,Allowances
Casual - PBS Sunday,Penalty rate,Sunday
Permanent - Night shift - MA000076,Penalty rate,Evening/Night
Casual Ordinary Hours - MA000076,Base rate,Base rate
Casual - Broken shift - MA000076,Base rate,Base rate
Additional Paid Parental Leave - Half Pay (8 weeks),Leave,Leave
First aid allowance (MA000076),Allowances,Allowances
Unused LSL on termination - Post 1978 / Pre 1993,Leave,Leave
KMs Allowance - Above ATO Limit (Award),Allowances,Allowances
Claimable Expense - Travel (Accom),Allowances,Allowances
Casual - Public Holiday Not Worked (Medical Practitioners Award),Leave,Leave
Casual - Overtime x 2.0 (Medical Practitioners Award),Penalty rate,Penalty rate
Travelling Vehicle Allowance - Above ATO Limit  (Medical Practitioners Award),Allowances,Allowances
Use of Own Vehicle,Allowances,Allowances
Suit Allowance (Super),Allowances,Allowances
Permanent - Overtime (after 3 hours - exceeding weekly hours) (time off instead of overtime),Penalty rate,Penalty rate
Permanent - Night Shift Allowance (Overtime),Penalty rate,Penalty rate
Permanent Extra Hours Worked,Penalty rate,Penalty rate
Public Holiday Worked - backpay x 1.5,Penalty rate,Penalty rate
Ordinary hours Union rate,Base rate,Base rate
Administration Allowance,Allowances,Allowances
Day Rate 1250,Base rate,Base rate
DNU SOS Saturday,Penalty rate,Saturday
Unused Leave payment (LSL),Leave,Leave
VDS - Casual Ordinary Hours,Base rate,Base rate
VDS - Permanent - Sunday,Penalty rate,Sunday
VDS - Permanent - Public Holiday,Penalty rate,Public Holiday
VDS - Permanent - Overtime x 150%,Penalty rate,Penalty rate
Detailing Ordinary Hours,Base rate,Base rate
Outer Limits Penalty,Penalty rate,Penalty rate
Permanent - Overtime - Monday to Saturday - first 3 hrs (no minimum break) (custom),Penalty rate,Penalty rate
Permanent - OT2,Penalty rate,Penalty rate
KOJO Award Leave Taken,Leave,Leave
Casual - Public Holiday TIL,Penalty rate,Public Holiday
Casual Public Holiday Worked - TIL,Penalty rate,Public Holiday
Back Pay - QG,Others,Backpay
Permanent - Overtime Monday to Friday (first 2 hours),Penalty rate,Penalty rate
Permanent - Broken Shift,Base rate,Base rate
Permanent Overtime - Sunday,Penalty rate,Penalty rate
Backpay (not accruing leave),Leave,Leave
Ordinary Hours - COS Commercial,Base rate,Base rate
Travel Allowance - COS Commercial,Allowances,Allowances
Salary Day Rate,Base rate,Base rate
TA Travel Day,Allowances,Travel
Bush Fire Leave Taken,Leave,Leave
"J2229 Height Allowance $0.79 Sugarmill Rd, Pinkenba",Allowances,Allowances
Casual Locum Rate,Base rate,Base rate
Ordinary Hour - Grant ,Base rate,Base rate
YB Skipper Ordinary Hours - PAYG,Base rate,Base rate
YOT Club Crew Casual Public Hol ,Penalty rate,Penalty rate
YB Casual Staff Public Holiday,Penalty rate,Public Holiday
Sales and Event Staff Bonus,Bonuses,Bonus
432 - YB - Maintenance (Crew),Base rate,Base rate
Office Cleaning and Services Public Holiday,Penalty rate,Public Holiday
YB - Managers,Base rate,Base rate
YV - Crew Overtime 1.5,Penalty rate,Penalty rate
YC - Cleaning Public Holiday ,Penalty rate,Public Holiday
YC - Waitstaff Public Holiday ,Penalty rate,Public Holiday
347 - Travel Time,Allowances,Travel
Casual - Back Pay with Super,Others,Backpay
Casual w pub hol.,Penalty rate,Public Holiday
Base Hours - Travel time,Allowances,Travel
SPA Level 2 - Cas - 17 Years Sun,Base rate,Base rate
Casual - Support work SC Sat,Base rate,Base rate
Casual - Overtime (IFA Sheds),Penalty rate,Penalty rate
Permanent - Overtime - 1.5x (Asphalt Industry Award),Penalty rate,Penalty rate
Overtime Hrs - Weekday (Over 2 hrs double time),Penalty rate,Penalty rate
Overtime Hrs - Saturday (First 2hrs time & a hafl),Penalty rate,Penalty rate
Annual Leave (Final Pay),Leave,Leave
Weekend 125%,Penalty rate,Weekend
J2211 FT Normal $45.19 Hr Parliament,Base rate,Base rate
INT-  Casual Night 50% OT,Penalty rate,Penalty rate
Time In Lieu Of Notice,Base rate,Base rate
B) Leading Hand (2-5),Allowances,Allowances
Casual - Sunday R,Penalty rate,Sunday
B/D Curtainsider Load Mt Gambier to Parilla,Base rate,Base rate
Cleaning Sat 6am-1pm,Penalty rate,Saturday
FBTMA - FT - 1-July-2022 - PH Daily OT,Penalty rate,Penalty rate
FBTMA - CAS - 1-July-2022 - M-F Weekly OT - First 3 Hours,Penalty rate,Penalty rate
FBTMA - FT - 1-July-2021 - M-F Ordinary,Base rate,Base rate
CPSA - FT - 1-July-2022 - Delayed Meal Break,Penalty rate,Penalty rate
FBTMA - PT - 1-July-2022 - PH,Base rate,Base rate
FBTMA - PT - 1-July-2022 - M-F Before 6am - First 3 Hours,Base rate,Base rate
WMA - PT - 1-July-2022 - PH Good Friday & Xmas,Penalty rate,Public Holiday
WMA - JR - PT - 1-July-2022 - M-F After 5pm - First 2 Hours,Base rate,Base rate
Permanent - Public holiday - additional day off or additional day of annual leave,Leave,Leave
Weekday over 18,Penalty rate,Penalty rate
Public Holiday u16 (Balmain),Penalty rate,Public Holiday
<16yo Saturday Rate,Penalty rate,Saturday
17yo Sunday Rate,Penalty rate,Sunday
20yo+ (Less 6mth) Base Rate,Base rate,Base rate
Awd PCW3 Op. Casual NT 1.0,Base rate,Base rate
Awd. CW1 (Lev. B) Casual OT 2.0,Penalty rate,Penalty rate
Sunday Rate Fixed,Penalty rate,Sunday
On-call weekday rate,Penalty rate,Penalty rate
Awd. CW2 F/Time OT 1.5,Penalty rate,Penalty rate
"02 RA2010 CAS - L1 - 16 yrs 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
03 RA2010 CAS - L1 - 16 yrs - Sat[SAT][ALLDAY][][],Penalty rate,Saturday
RIA - FT - post-2017 - Sat OT - After 2 hours,Penalty rate,Saturday
RIA - FT - post-2017 - M-F OT - First 2 hours,Penalty rate,Penalty rate
"RIA - CAS - Intro, Lvl 1, Lvl 2 - post-2017 - Sat Weekly OT - First 2 hours",Penalty rate,Saturday
"RIA - CAS - Intro, Lvl 1, Lvl 2 - post-2017 - Delayed Meal Break",Penalty rate,Penalty rate
"RIA - CAS - Intro, Lvl 1, Lvl 2 - Post-2018 - Sat Weekly OT - After 2 hours",Penalty rate,Saturday
RIA - CAS - Lvl 3 and above - Post-2018 - M-F Daily OT - First 2 hours,Penalty rate,Penalty rate
RIA - PT - Post-2018 - M-F Weekly OT - First 2 hours,Penalty rate,Penalty rate
RIA - PT - Post-2018 - Delayed Meal Break,Penalty rate,Penalty rate
RIA - PT - Post-2018 - Sat,Penalty rate,Saturday
FFIA - CAS - post-2017 - Lvl 1 - M-F Minimum shift engagement,Base rate,Base rate
RIA - FT - 1-February-2021 - PH Weekly OT,Penalty rate,Penalty rate
RIA - FT - 1-February-2021 - RDO OT,Penalty rate,Penalty rate
RIA - PT - 1-February-2021 - Sun OT,Penalty rate,Sunday
RIA - PT - 1-February-2021 - Sun Minimum Shift Engagement,Penalty rate,Sunday
ETP Type R,Others,Severance
Public Holiday FeNACING ,Penalty rate,Public Holiday
Specialist_70,Bonuses,Bonus
Teacher_28.5,Base rate,Base rate
Time In Lieu - Notice,Base rate,Base rate
Acting Assistant Supervisor,Base rate,Base rate
A&G Personal Salary GM,Base rate,Base rate
A&G Admin Casual Mon-Fri,Base rate,Base rate
A&G Housing Allowance,Allowances,Allowances
BC Grounds Bereavement Leave,Leave,Leave
BC Grounds Night Allow 12am-7am,Penalty rate,Penalty rate
BC Grounds Overtime 2,Penalty rate,Penalty rate
HK Personal Salary,Base rate,Base rate
HK Casual P/Hol,Penalty rate,Public Holiday
HK Night Allow 7pm-12am,Penalty rate,Penalty rate
HK PPT P/Hol,Penalty rate,Public Holiday
Holiday Loading,Penalty rate,Public Holiday
Kitchen Casual Mon-Fri,Base rate,Base rate
Kitchen Casual Sun,Base rate,Base rate
Kitchen Bonus,Bonuses,Bonus
MT Long Service Leave Salary,Leave,Leave
Weekend OT Clearing 2.0,Penalty rate,Weekend
Permanent Ordinary Hours - Weighbridge (5191),Base rate,Base rate
Casual Public Holiday IFA,Penalty rate,Public Holiday
Casual Sunday IFA,Penalty rate,Sunday
HIGA - CAS - post-2017 - Delayed meal break,Penalty rate,Penalty rate
HIGA - FT - post-2017 - Sun,Penalty rate,Sunday
HIGA - FT - post-2017 - M-F OT - First 2 hours,Penalty rate,Penalty rate
HIGA - FT - post-2017 - Split shift allowance - 2-3h split,Allowances,Allowances
HIGA - CAS - pre-2017 - Sat,Penalty rate,Saturday
HIGA - PT - post-2017 - M-F OT - First 2 hours,Penalty rate,Penalty rate
Building License Allowance,Allowances,Allowances
5-6010 Concrete Casual,Base rate,Base rate
Shift Work - M-F 6pm to 12am,Penalty rate,Penalty rate
RC Overtime 2,Penalty rate,Penalty rate
Rest Night Allow2 12am-7am,Penalty rate,Penalty rate
Public Holiday Worked Shift,Penalty rate,Public Holiday
Casual Overtime x 150%,Penalty rate,Penalty rate
Keeping in Touch Days - During Unpaid Parental Leave,Leave,Leave
RACE Paid Parental Leave,Leave,Leave
TA - Overtime x 1.5,Penalty rate,Penalty rate
TA - Overtime x 4.5,Penalty rate,Penalty rate
"J2221 CW1 Overtime <2 T.5 $80.87 Banfield Street, Chermside",Penalty rate,Penalty rate
Pluto Uplift - Permanent - Overtime 1.5x,Penalty rate,Penalty rate
Wake Over Hours,Penalty rate,Penalty rate
Permanent Ordinary Hours UBC,Base rate,Base rate
Time in lieu Leave taken,Base rate,Base rate
Telephone reimbursement,Others,Reimbursement
Site Allowance $5.00,Allowances,Allowances
Casual - Ordinary - CPSA2020,Base rate,Base rate
Leading Hand Allowance (3-7 Employees),Allowances,Allowances
Pay Adjustment No Super,Base rate,Base rate
"J2216 CW1 Overtime >2 DT $102.47 Viking Dr, Wacol",Penalty rate,Penalty rate
TAFE Leave Taken,Leave,Leave
Additional Hours x 1.5,Penalty rate,Penalty rate
In Lieu of Notice Period,Base rate,Base rate
AP Saturday,Penalty rate,Saturday
Followmont - Ordinary,Base rate,Base rate
Followmont - OT Clearing,Penalty rate,Penalty rate
Tool allowance - Glazier,Allowances,Allowances
MXFR LMAIAG2 to L2SCHADS Loading Casual,Base rate,Base rate
"Industry Allowance (glaziers & apprentice glaziers, other than on factory glazing)",Allowances,Allowances
LAFHA Allowance,Allowances,Allowances
Sleep disturbance - OT x2 SCHADS,Penalty rate,Penalty rate
Chemical Allowance - Daily,Allowances,Allowances
Overseas Living Allowance - Excluded from Payment Summary,Allowances,Allowances
Coaches,Base rate,Base rate
Annual Leave Loading - Consultants,Leave,Leave
Annual Leave - Foreign Employment,Leave,Leave
TANDA - Ordinary x 1.1,Base rate,Base rate
TA - Ordinary - x 2.25,Base rate,Base rate
"J2222 CW1 Overtime $109.74 St Leger Way, Ascot",Penalty rate,Penalty rate
Long Service Leave Taken - Not Superable,Leave,Leave
Casual - Weekend Loading Only,Penalty rate,Weekend
Casual NS,Base rate,Base rate
Casual Overtime Hours - Sunmar (SWP),Penalty rate,Penalty rate
Bar Allowance,Allowances,Allowances
Overtime greater than 2 hours,Penalty rate,Penalty rate
Full-time - Overtime x 100%,Penalty rate,Penalty rate
Back Payment (Fixed),Others,Backpay
Training_Study Leave,Leave,Leave
Millie Morse (weekday) Leah Marlowe,Base rate,Base rate
Casual - Overtime Public Holiday 2.5x - Interstate WA,Penalty rate,Penalty rate
Permanent - Afternoon Shift - Interstate WA,Base rate,Base rate
Permanent - Less than 10 hours break between shifts 2.0x - Interstate WA,Base rate,Base rate
Casual - Interstate VIC,Base rate,Base rate
Casual - Overtime Public Holiday 2.5x - Interstate Loy Yang,Penalty rate,Penalty rate
Permanent - Afternoon Shift - Interstate Loy Yang,Base rate,Base rate
Permanent Apprentice - Ordinary Hours,Base rate,Base rate
OT Clearing (OT),Penalty rate,Penalty rate
"J2228 CW4 Normal $67.48 Hr 12 Hamilton St, Kangaroo Point",Base rate,Base rate
"J2228 CW4 Overtime <2 T.5 $98.65 12 Hamilton St, Kangaroo Point",Penalty rate,Penalty rate
"J2228 CW4 Overtime >2 DT $125.43 12 Hamilton St, Kangaroo Point",Penalty rate,Penalty rate
NSW Casual - Overtime 1.5,Penalty rate,Penalty rate
Additional Drop,Penalty rate,Penalty rate
Cleaning Daily Allowance,Allowances,Allowances
Overtime - Casual M-F after 2 hours,Penalty rate,Penalty rate
Pluto Allowance (only when at Pluto) - DQ,Allowances,Allowances
Base Pluto Uplift,Penalty rate,Penalty rate
OT2.0 (S-S) Pluto Uplift,Penalty rate,Penalty rate
Clearing - Compassionate Leave Taken,Leave,Leave
Shift Penalty Midnight to 7am,Penalty rate,Penalty rate
Public Holiday Worked - EA - Casual,Penalty rate,Public Holiday
Overnight Allowance (Int) - France $250,Allowances,Allowances
Flight Hours - France,Allowances,Travel
Cover >48 hrs notice,Penalty rate,Penalty rate
Casual - Flat Rate,Base rate,Base rate
BDM Bonus,Bonuses,Bonus
Ordinary hours- Workcover first 10 days,Others,WorkCover
Charity Leave Taken,Leave,Leave
Cashing Out Annual Leave,Leave,Leave
Sleepover Allowance - Only care and Connect care  ,Allowances,Allowances
-- Hospitality - HD L2 Ord x1.817,Penalty rate,Penalty rate
Bonus - Performance,Bonuses,Bonus
-- Hospitality - HD L5 OT x3.178,Penalty rate,Penalty rate
-- Hospitality - HD L5 Ord x3.466,Penalty rate,Penalty rate
-- Hospitality - HD L2 OT x3.109,Penalty rate,Penalty rate
Lvl 1 PT 21yrs over Mon-Fri,Penalty rate,Penalty rate
FFIA - CAS - Lvl 2-3 - 1-July-2019 - Sun Weekly OT,Penalty rate,Sunday
Casual - Overtime T2.5,Penalty rate,Penalty rate
Race Day Horse and Saddle allowance,Allowances,Allowances
